timestamp,sensor_type,min_range,max_range,avg_range
0.359,laser,7.169188499450684,18.815914154052734,10.017113909576878
0.479,laser,7.16133451461792,18.799152374267578,10.016942024230957
0.58,laser,7.166678428649902,18.79351043701172,10.016432321432864
0.679,laser,7.160059452056885,18.797332763671875,10.016837318738302
0.78,laser,7.1549224853515625,18.816055297851562,10.01721465587616
0.881,laser,7.168980598449707,18.80014991760254,10.016912283319416
0.98,laser,7.163061141967773,18.799989700317383,10.017739884781115
1.08,laser,7.1695966720581055,18.791976928710938,10.018273136832498
1.179,laser,7.174739360809326,18.81717300415039,9.977665162268485
1.28,laser,7.148803234100342,18.797908782958984,9.976997047890233
1.379,laser,7.158154487609863,18.793283462524414,9.97850713293061
1.479,laser,7.164140701293945,18.802370071411133,9.975131431608709
1.581,laser,7.156567096710205,18.795867919921875,9.975703224881006
1.679,laser,7.1744561195373535,18.802331924438477,9.97645767226474
1.779,laser,7.153571128845215,18.782602310180664,9.97670250084564
1.879,laser,7.159609794616699,18.81552505493164,9.977193650398545
1.98,laser,7.160589218139648,18.79785919189453,9.975589843196722
2.08,laser,7.1654534339904785,18.78101348876953,9.97600043638972
2.179,laser,7.161825656890869,18.81214714050293,9.977005492639906
2.279,laser,7.170777320861816,18.80752944946289,9.977282713387758
2.379,laser,7.169160842895508,18.8011531829834,9.976227170638456
2.479,laser,7.16804838180542,18.815963745117188,9.976352131093732
2.58,laser,7.157511234283447,18.787391662597656,9.97725579574818
2.68,laser,7.15146541595459,18.780685424804688,9.97647828910187
2.779,laser,7.155412197113037,18.786869049072266,9.974975029020818
2.88,laser,7.166285514831543,18.79320526123047,9.976290244182557
2.979,laser,7.166809558868408,18.80678939819336,9.976091497727023
3.08,laser,7.159400463104248,18.793184280395508,9.976524367587256
3.179,laser,7.148779392242432,18.796878814697266,9.975886559668387
3.281,laser,7.166048049926758,18.79591941833496,9.976991405923858
3.379,laser,7.164737224578857,18.805267333984375,9.976540350732003
3.48,laser,7.16636848449707,18.777114868164062,9.976496900310954
3.58,laser,7.157588958740234,18.796873092651367,9.976939518033094
3.6790000000000003,laser,7.162379264831543,18.789228439331055,9.977371761817059
3.779,laser,7.161799907684326,18.788898468017578,9.975914318142957
3.879,laser,7.158372402191162,18.78296661376953,9.97507587825979
3.98,laser,7.166287899017334,18.787109375,9.976276510544405
4.08,laser,7.146661281585693,18.802894592285156,9.97578104033725
4.179,laser,7.158812999725342,18.808237075805664,9.975348363395865
4.279,laser,7.167438507080078,18.78923988342285,9.976149031224141
4.379,laser,7.158271312713623,18.78908920288086,9.975084130090611
4.479,laser,7.166378974914551,18.799440383911133,9.974283822620189
4.579,laser,7.15085506439209,18.7856502532959,9.97586710034436
4.68,laser,7.15684700012207,18.794086456298828,9.975527821606352
4.779,laser,7.1676435470581055,18.792409896850586,9.974214142515459
4.879,laser,7.156554222106934,18.793895721435547,9.975635204606384
4.98,laser,7.153303146362305,18.799192428588867,9.975804492717481
5.079,laser,7.165056228637695,18.7779483795166,9.974868013658597
5.18,laser,7.160960674285889,18.797300338745117,9.976001921500869
5.28,laser,7.154055595397949,18.79616355895996,9.974701226212597
5.38,laser,7.154857635498047,18.78911590576172,9.974851764795435
5.479,laser,7.148310661315918,18.776832580566406,9.976778783871017
5.58,laser,7.16168737411499,18.790205001831055,9.972312643327786
5.681,laser,7.157044887542725,18.802135467529297,9.975249232226655
5.781,laser,7.157093048095703,18.805234909057617,9.973952304315931
5.879,laser,7.162112236022949,18.77900505065918,9.974480235849628
5.981,laser,7.15439510345459,18.79092025756836,9.975647198334904
6.079,laser,7.154461860656738,18.78157615661621,9.975282701827188
6.18,laser,7.152200222015381,18.803882598876953,9.976299773645765
6.28,laser,7.163872241973877,18.790557861328125,9.975324852775982
6.379,laser,7.160848140716553,18.78626823425293,9.974574485807928
6.481,laser,7.167768955230713,18.796186447143555,9.974429443592333
6.579,laser,7.161477565765381,18.78455924987793,9.975706639180657
6.679,laser,7.163294315338135,18.80130958557129,9.977054683306745
6.781,laser,7.163532733917236,18.78417205810547,9.972769173047014
6.88,laser,7.162221431732178,18.79486846923828,9.97636829987737
6.979,laser,7.159485816955566,18.785329818725586,9.97505625149676
7.081,laser,7.146184921264648,18.80253028869629,9.974314205519116
7.18,laser,7.161983013153076,18.776348114013672,9.974022100899965
7.28,laser,7.157482147216797,18.780181884765625,9.973626271458983
7.379,laser,7.1624908447265625,18.773733139038086,9.974268319952579
7.48,laser,7.1636786460876465,18.7812557220459,9.974660705974085
7.58,laser,7.161609172821045,18.768463134765625,9.973497223308069
7.679,laser,7.163238525390625,18.77787971496582,9.972771124075388
7.781,laser,7.160283088684082,18.790433883666992,9.973320906398861
7.879,laser,7.157832145690918,18.809551239013672,9.974028125064063
7.98,laser,7.158023834228516,18.778745651245117,9.97407682797381
8.08,laser,7.160031318664551,18.769399642944336,9.973767149539395
8.179,laser,7.1550445556640625,18.780723571777344,9.973764386795859
8.28,laser,7.155837059020996,18.78875732421875,9.9735543855274
8.379,laser,7.152946472167969,18.77233123779297,9.97262765433042
8.479,laser,7.156787872314453,18.784406661987305,9.97294525699761
8.58,laser,7.1703033447265625,18.785362243652344,9.974828785612383
8.68,laser,7.14977502822876,18.7886962890625,9.972656581238025
8.78,laser,7.152742385864258,18.781679153442383,9.973486441692323
8.88,laser,7.133321285247803,18.792177200317383,9.973075073183947
8.979,laser,7.156129837036133,18.793365478515625,9.974259875202907
9.079,laser,7.160106182098389,18.783615112304688,9.973211313931996
9.179,laser,7.157464027404785,18.799556732177734,9.972761459932983
9.279,laser,7.146271705627441,18.785327911376953,9.972119054721512
9.381,laser,7.152903079986572,18.778764724731445,9.973456138872919
9.479,laser,7.155248165130615,18.78129005432129,9.975382542792167
9.58,laser,7.142139434814453,18.776756286621094,9.972994276585469
9.68,laser,7.147181510925293,18.78762435913086,9.974388876034103
9.78,laser,7.154181003570557,18.785911560058594,9.974386186090134
9.879,laser,7.155097961425781,18.77940559387207,9.973025445719712
9.98,laser,7.16037130355835,18.774274826049805,9.973931862197759
10.079,laser,7.148821830749512,18.785320281982422,9.973251513852418
10.179,laser,7.148295879364014,18.789560317993164,9.973263958938249
10.28,laser,7.154791355133057,18.776987075805664,9.971939032314388
10.38,laser,7.15571928024292,18.78377914428711,9.972508091962974
10.48,laser,7.159465789794922,18.78603172302246,9.973966947948659
10.579,laser,7.158866882324219,18.78885841369629,9.9728525358302
10.679,laser,7.154027462005615,18.78693199157715,9.970712818262232
10.779,laser,7.1573357582092285,18.796409606933594,9.972085421321957
10.879,laser,7.1520915031433105,18.78875160217285,9.972440737804384
10.98,laser,7.152126312255859,18.79067611694336,9.972152120284452
11.081,laser,7.147651195526123,18.790485382080078,9.971576628794196
11.18,laser,7.164494037628174,18.79450225830078,9.979538465991165
11.279,laser,7.144381523132324,18.784284591674805,9.978343931111423
11.38,laser,7.148248195648193,18.774744033813477,9.9773769234166
11.48,laser,7.168454170227051,18.797780990600586,9.978184400182782
11.579,laser,7.151773452758789,18.797441482543945,9.978509548938636
11.679,laser,7.14796781539917,18.77583122253418,9.980201099858139
11.779,laser,7.153935432434082,18.7777042388916,9.978908773624536
11.879,laser,7.157586574554443,18.7746639251709,9.979281403801657
11.979,laser,7.14169979095459,18.762420654296875,9.977913253235094
12.08,laser,7.1453680992126465,18.7750244140625,9.977514021324389
12.18,laser,7.153711795806885,18.77693748474121,9.979292280746229
12.279,laser,7.148654937744141,18.77553939819336,9.9787907817147
12.379,laser,7.156931400299072,18.781991958618164,9.97838106661132
12.48,laser,7.148646354675293,18.785905838012695,9.978125275987567
12.58,laser,7.142950057983398,18.76920509338379,9.978154391953439
12.68,laser,7.158903121948242,18.77383804321289,9.978640715281168
12.779,laser,7.159374713897705,18.79625129699707,9.979520945838004
12.88,laser,7.1414361000061035,18.79177474975586,9.976180943575772
12.982,laser,7.152215957641602,18.786487579345703,9.978432835954608
13.08,laser,7.149940013885498,18.781803131103516,9.97742678902366
13.18,laser,7.154106140136719,18.789955139160156,9.978660081372116
13.281,laser,7.147586345672607,18.773208618164062,9.97596486048265
13.381,laser,7.154483795166016,18.769407272338867,9.9767663045363
13.48,laser,7.155000686645508,18.781509399414062,9.977486104676217
13.581,laser,7.148204326629639,18.77285385131836,9.977681510376208
13.681000000000001,laser,7.155980110168457,18.77525520324707,9.976854129271073
13.78,laser,7.151350975036621,18.783435821533203,9.977103663213326
13.881,laser,7.155398845672607,18.778820037841797,9.976798328486355
13.981,laser,7.143797874450684,18.791481018066406,9.977797945340475
14.081,laser,7.152961730957031,18.773120880126953,9.977104006391583
14.18,laser,7.158053398132324,18.79349136352539,9.97725087223631
14.282,laser,7.146080017089844,18.77996826171875,9.977437062696977
14.38,laser,7.157700538635254,18.782184600830078,9.977539665771253
14.48,laser,7.150412559509277,18.77448272705078,9.976484493775802
14.58,laser,7.1534881591796875,18.77618408203125,9.978021289363053
14.68,laser,7.148372173309326,18.78153419494629,9.976362737742337
14.781,laser,7.153921127319336,18.762758255004883,9.97558496576367
14.881,laser,7.152308940887451,18.77047348022461,9.977186755700545
14.98,laser,7.154860496520996,18.771888732910156,9.975636131835707
15.081,laser,7.148202896118164,18.76386260986328,9.977006836370988
15.18,laser,7.143186569213867,18.77231788635254,9.976658633261016
15.281,laser,7.153295516967773,18.7698917388916,9.97674728162361
15.381,laser,7.143628120422363,18.78325080871582,9.977088845137393
15.48,laser,7.145008087158203,18.776405334472656,9.97615309195085
15.581,laser,7.157397747039795,18.768583297729492,9.975995309425123
15.681000000000001,laser,7.1576247215271,18.788366317749023,9.97676876819495
15.781,laser,7.154839515686035,18.77408790588379,9.975805481274923
15.88,laser,7.154099464416504,18.767932891845703,9.975823279583093
15.981,laser,7.147619247436523,18.762189865112305,9.975985790743973
16.08,laser,7.152457237243652,18.778316497802734,9.97591038906213
16.18,laser,7.158891677856445,18.780282974243164,9.975626316937534
16.281,laser,7.1559672355651855,18.77165412902832,9.977542913321292
16.381,laser,7.149782180786133,18.756149291992188,9.977327848925736
16.48,laser,7.145399570465088,18.771333694458008,9.975519180297852
16.581,laser,7.150146961212158,18.773788452148438,9.975242141521338
16.68,laser,7.139684200286865,18.768590927124023,9.974421349438755
16.78,laser,7.155137538909912,18.783498764038086,9.975601131265813
16.881,laser,7.146888256072998,18.76300621032715,9.974128253532179
16.98,laser,7.160467147827148,18.770618438720703,9.975269743890474
17.08,laser,7.147380352020264,18.76354217529297,9.97517625129584
17.182,laser,7.148343563079834,18.762588500976562,9.975945201787082
17.281,laser,7.152350425720215,18.755088806152344,9.97500110395027
17.38,laser,7.15470552444458,18.783924102783203,9.975981253566164
17.48,laser,7.143396377563477,18.779781341552734,9.975631305665681
17.58,laser,7.150834560394287,18.789840698242188,9.97471259579514
17.681,laser,7.133426189422607,18.77042579650879,9.975311203436418
17.781,laser,7.15028190612793,18.758195877075195,9.974934534593062
17.882,laser,7.14721155166626,18.77126121520996,9.97688790884885
17.98,laser,7.153793811798096,18.77129554748535,9.974021792411804
18.08,laser,7.1434454917907715,18.75699234008789,9.974924701632876
18.181,laser,7.146926403045654,18.77815818786621,9.973761522408688
18.28,laser,7.142646312713623,18.76666259765625,9.973976438695734
18.381,laser,7.147860050201416,18.783008575439453,9.973824436014349
18.48,laser,7.14636754989624,18.773635864257812,9.975928024812179
18.581,laser,7.155494213104248,18.775739669799805,9.976679838064944
18.681,laser,7.146998405456543,18.77556610107422,9.97591396895322
18.78,laser,7.143301010131836,18.76500129699707,9.973903428424489
18.88,laser,7.144552707672119,18.79389190673828,9.974338694052262
18.981,laser,7.1380486488342285,18.758203506469727,9.974329135634683
19.081,laser,7.1394124031066895,18.76521873474121,9.974684885053923
19.18,laser,7.162408351898193,18.768878936767578,9.976429440758444
19.281,laser,7.1488847732543945,18.7606201171875,9.975091486266166
19.381,laser,7.155246734619141,18.75591278076172,9.973492445367755
19.481,laser,7.149665355682373,18.75479507446289,9.976668386748344
19.58,laser,7.153250217437744,18.77362823486328,9.97475390362017
19.68,laser,7.153555870056152,18.76725959777832,9.97383374156374
19.78,laser,7.156789779663086,18.761632919311523,9.975113341302583
19.881,laser,7.148310661315918,18.77167320251465,9.97504384951158
19.98,laser,7.1466546058654785,18.742990493774414,9.974841923424691
20.081,laser,7.158910751342773,18.766311645507812,9.974781000252927
20.181,laser,7.144001483917236,18.763858795166016,9.974684429891182
20.28,laser,7.148281574249268,18.764930725097656,9.973657680280281
20.381,laser,7.153309345245361,18.759532928466797,9.974208586143725
20.48,laser,7.143611431121826,18.782920837402344,9.973908337679775
20.58,laser,7.14838981628418,18.766069412231445,9.974089362404563
20.68,laser,7.1440043449401855,18.77889633178711,9.974092162016666
20.781,laser,7.141331672668457,18.75834083557129,9.973468719106732
20.88,laser,7.1427693367004395,18.762327194213867,9.976145361409042
20.98,laser,7.145200252532959,18.76622200012207,9.973359433087436
21.08,laser,7.1365180015563965,18.757238388061523,9.974213715755578
21.18,laser,7.151116371154785,18.783432006835938,9.972398284709815
21.28,laser,7.142631530761719,18.760719299316406,9.97310284051028
21.38,laser,7.153584003448486,18.747058868408203,9.974516124436349
21.48,laser,7.154706001281738,18.758541107177734,9.973628083864847
21.58,laser,7.148367881774902,18.767995834350586,9.974342194470493
21.68,laser,7.13781213760376,18.75599479675293,9.973181157401115
21.781,laser,7.1439595222473145,18.748397827148438,9.972564231265675
21.882,laser,7.13975715637207,18.750917434692383,9.97509837511814
21.98,laser,7.134964466094971,18.778154373168945,9.974482128114412
22.081,laser,7.142121315002441,18.758628845214844,9.973483002547061
22.18,laser,7.142300605773926,18.750625610351562,9.973174702037465
22.281,laser,7.144981861114502,18.76857566833496,9.971331376017947
22.38,laser,7.144658088684082,18.76163101196289,9.973388064991344
22.481,laser,7.137710094451904,18.758689880371094,9.973665230201952
22.58,laser,7.145551681518555,18.755422592163086,9.973842097051216
22.68,laser,7.141798973083496,18.76881217956543,9.972014336874992
22.78,laser,7.142972469329834,18.748336791992188,9.973319830316486
22.881,laser,7.152218341827393,18.7535343170166,9.972444729371505
22.98,laser,7.150938510894775,18.759719848632812,9.973134589917732
23.081,laser,7.146393775939941,18.7532958984375,9.973180333773294
23.181,laser,7.146721363067627,18.76282501220703,9.97266001773603
23.281,laser,7.144735336303711,18.7825984954834,9.973411162694296
23.38,laser,7.146175861358643,18.76629638671875,9.974464849992232
23.48,laser,7.146352767944336,18.773353576660156,9.975591923251297
23.581,laser,7.14406156539917,18.763036727905273,9.971934249906829
23.68,laser,7.152729034423828,18.773807525634766,9.971755121693466
23.781,laser,7.144932270050049,18.754304885864258,9.974225690870574
23.88,laser,7.1473236083984375,18.74898910522461,9.972589406100186
23.981,laser,7.14736795425415,18.762908935546875,9.971330346483173
24.08,laser,7.152778625488281,18.749258041381836,9.973038756486142
24.18,laser,7.145698547363281,18.741777420043945,9.972950888402535
24.28,laser,7.136160373687744,18.777132034301758,9.971292195898114
24.381,laser,7.159387111663818,18.77035903930664,9.97473864844351
24.48,laser,7.145837306976318,18.769691467285156,9.972672039812261
24.58,laser,7.147867202758789,18.770647048950195,9.972361318992846
24.681,laser,7.15073299407959,18.766157150268555,9.973478826609524
24.78,laser,7.150190353393555,18.773378372192383,9.955456324986049
24.88,laser,7.142919063568115,18.745498657226562,9.953953237461864
24.98,laser,7.141242504119873,18.7608642578125,9.955057043778268
25.08,laser,7.151097774505615,18.763477325439453,9.95412928717477
