timestamp,victim_id,pos_x,pos_y,pos_z,confidence
5.15,1,0.0,0.0,0.0,0.8
10.226,2,0.0,0.0,0.0,0.8
15.38,3,0.0,0.0,0.0,0.8
20.431,4,0.0,0.0,0.0,0.8
